,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
64184,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64186,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64188,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64189,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64190,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,1
64192,Syria,193.0,2253.0,514.0,5,17.75,3219.0,4863.0,287.0,4,26.3,1
64193,Syria,193.0,2253.0,514.0,5,17.75,0.0,5083.0,710.0,5,22.8,1
64194,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64195,Syria,193.0,2253.0,514.0,5,17.75,14500.0,22147.0,1840.0,13,6.95,1
64198,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64200,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,1
64204,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64205,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64207,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64210,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64215,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64219,Syria,193.0,2253.0,514.0,5,17.75,648.0,152.0,91.0,1,18.45,1
64228,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,1
64229,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64231,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64232,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64233,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64234,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64236,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64237,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64238,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64239,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64245,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64247,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64248,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64250,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64253,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64254,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,1
64256,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64257,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64258,Syria,193.0,2253.0,514.0,5,17.75,1770.0,4348.0,423.0,6,21.8,1
64259,Syria,193.0,2253.0,514.0,5,17.75,853.0,4047.0,380.0,4,26.8,1
64260,Syria,193.0,2253.0,514.0,5,17.75,0.0,5529.0,1885.0,6,12.6,1
64262,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64266,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64267,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64268,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64269,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64275,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64277,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64278,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64280,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64283,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64284,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,1
64286,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64287,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64288,Syria,193.0,2253.0,514.0,5,17.75,1770.0,4348.0,423.0,6,21.8,1
64289,Syria,193.0,2253.0,514.0,5,17.75,853.0,4047.0,380.0,4,26.8,1
64290,Syria,193.0,2253.0,514.0,5,17.75,0.0,5529.0,1885.0,6,12.6,1
64292,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64296,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64297,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64298,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64299,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64305,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64307,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64308,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64310,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64313,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64314,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,1
64316,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64317,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64318,Syria,193.0,2253.0,514.0,5,17.75,1770.0,4348.0,423.0,6,21.8,1
64319,Syria,193.0,2253.0,514.0,5,17.75,853.0,4047.0,380.0,4,26.8,1
64320,Syria,193.0,2253.0,514.0,5,17.75,0.0,5529.0,1885.0,6,12.6,1
64322,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64326,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64327,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64328,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64329,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64332,Syria,193.0,2253.0,514.0,5,17.75,7200.0,2648.0,1132.0,8,9.9,1
64334,Syria,193.0,2253.0,514.0,5,17.75,44208.0,1.0,1792.0,0,-7.0,1
64336,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64339,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64341,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64346,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64353,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64354,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64356,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64357,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64359,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64360,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64362,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64363,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64365,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64367,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64368,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64369,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,1
64371,Syria,193.0,2253.0,514.0,5,17.75,3219.0,4863.0,287.0,4,26.3,1
64372,Syria,193.0,2253.0,514.0,5,17.75,0.0,5083.0,710.0,5,22.8,1
64373,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64374,Syria,193.0,2253.0,514.0,5,17.75,14500.0,22147.0,1840.0,13,6.95,1
64377,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64379,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,1
64383,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64384,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64386,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64389,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64394,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64398,Syria,193.0,2253.0,514.0,5,17.75,648.0,152.0,91.0,1,18.45,1
64407,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,1
64408,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64410,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64411,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64412,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64413,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64415,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64416,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64417,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64418,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64424,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64426,Syria,193.0,2253.0,514.0,5,17.75,2413.0,704.0,282.0,3,11.5,1
64427,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64429,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64432,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64433,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,1
64435,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64436,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64437,Syria,193.0,2253.0,514.0,5,17.75,1770.0,4348.0,423.0,6,21.8,1
64438,Syria,193.0,2253.0,514.0,5,17.75,853.0,4047.0,380.0,4,26.8,1
64439,Syria,193.0,2253.0,514.0,5,17.75,0.0,5529.0,1885.0,6,12.6,1
64441,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64445,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64446,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64447,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64448,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64451,Syria,193.0,2253.0,514.0,5,17.75,7200.0,2648.0,1132.0,8,9.9,1
64453,Syria,193.0,2253.0,514.0,5,17.75,44208.0,1.0,1792.0,0,-7.0,1
64455,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64458,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64460,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64465,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,1
64472,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64473,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64475,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64476,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64478,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64479,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64481,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64482,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64484,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,1
64486,Syria,193.0,2253.0,514.0,5,17.75,2798.0,4862.0,1034.0,6,17.75,1
64487,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64488,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,1
64490,Syria,193.0,2253.0,514.0,5,17.75,3219.0,4863.0,287.0,4,26.3,1
64491,Syria,193.0,2253.0,514.0,5,17.75,0.0,5083.0,710.0,5,22.8,1
64492,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,1
64493,Syria,193.0,2253.0,514.0,5,17.75,14500.0,22147.0,1840.0,13,6.95,1
64496,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64498,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,1
64502,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,1
64503,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64505,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,1
64508,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64513,Syria,193.0,2253.0,514.0,5,17.75,931.0,5074.0,276.0,4,27.65,1
64517,Syria,193.0,2253.0,514.0,5,17.75,648.0,152.0,91.0,1,18.45,1
64526,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,1
64527,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64529,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64530,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64531,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64532,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64534,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,1
64535,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,1
64536,Syria,193.0,2253.0,514.0,5,17.75,2640.0,4431.0,665.0,7,24.65,1
64537,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,1
64539,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64540,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64542,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64544,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64547,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
64548,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64552,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64553,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64554,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64556,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64558,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64561,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
64562,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64566,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64567,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64569,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64571,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64573,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64575,Syria,193.0,2253.0,514.0,5,17.75,7200.0,2648.0,1132.0,8,9.9,0
64577,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64578,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64580,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64582,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64584,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64586,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64589,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64591,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64592,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64594,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64596,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64598,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64600,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64601,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64602,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64603,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64604,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64607,Syria,193.0,2253.0,514.0,5,17.75,579.0,1585.0,243.0,3,25.3,0
64608,Syria,193.0,2253.0,514.0,5,17.75,37653.0,20017.0,600.0,17,-5.1,0
64610,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64615,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64617,Syria,193.0,2253.0,514.0,5,17.75,0.0,3736.0,230.0,4,15.1,0
64622,Syria,193.0,2253.0,514.0,5,17.75,26.0,1635.0,920.0,5,18.3,0
64625,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64627,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,0
64631,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,0
64632,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64642,Syria,193.0,2253.0,514.0,5,17.75,310.0,1461.0,1432.0,4,5.8,0
64649,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64657,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64662,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64667,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64668,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64673,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64674,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,0
64675,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64677,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64678,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64680,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64682,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64685,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
64686,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64690,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64691,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64692,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64694,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64696,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64699,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
64700,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64704,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64705,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64706,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64708,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64710,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64713,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
64714,Syria,193.0,2253.0,514.0,5,17.75,853.0,6764.0,568.0,7,26.9,0
64718,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64719,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64721,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64723,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64725,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64727,Syria,193.0,2253.0,514.0,5,17.75,7200.0,2648.0,1132.0,8,9.9,0
64729,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64730,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64732,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64734,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64736,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64738,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64741,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64743,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64744,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64746,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64748,Syria,193.0,2253.0,514.0,5,17.75,202080.0,8893.0,487.0,1,-5.35,0
64750,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64752,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64753,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64754,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64755,Syria,193.0,2253.0,514.0,5,17.75,846.0,2572.0,126.0,3,26.8,0
64756,Syria,193.0,2253.0,514.0,5,17.75,3444.0,4639.0,398.0,3,24.45,0
64759,Syria,193.0,2253.0,514.0,5,17.75,579.0,1585.0,243.0,3,25.3,0
64760,Syria,193.0,2253.0,514.0,5,17.75,37653.0,20017.0,600.0,17,-5.1,0
64762,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64767,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64769,Syria,193.0,2253.0,514.0,5,17.75,0.0,3736.0,230.0,4,15.1,0
64774,Syria,193.0,2253.0,514.0,5,17.75,26.0,1635.0,920.0,5,18.3,0
64777,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64779,Syria,193.0,2253.0,514.0,5,17.75,0.0,5667.0,1138.0,8,21.4,0
64783,Syria,193.0,2253.0,514.0,5,17.75,2440.0,5440.0,1305.0,7,17.25,0
64784,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64794,Syria,193.0,2253.0,514.0,5,17.75,310.0,1461.0,1432.0,4,5.8,0
64801,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64809,Syria,193.0,2253.0,514.0,5,17.75,7600.0,1932.0,538.0,6,13.45,0
64814,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64819,Syria,193.0,2253.0,514.0,5,17.75,498.0,1150.0,87.0,4,5.6,0
64820,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64825,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64826,Syria,193.0,2253.0,514.0,5,17.75,499.0,462.0,108.0,2,25.35,0
64827,Syria,193.0,2253.0,514.0,5,17.75,58.0,3650.0,312.0,6,21.4,0
64829,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64830,Syria,193.0,2253.0,514.0,5,17.75,273.0,1017.0,508.0,5,19.2,0
64832,Syria,193.0,2253.0,514.0,5,17.75,193.0,2253.0,514.0,5,17.75,0
64834,Syria,193.0,2253.0,514.0,5,17.75,225.0,454.0,1250.0,2,16.4,0
64837,Syria,193.0,2253.0,514.0,5,17.75,66.5,1385.0,181.0,4,9.55,0
