,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
398,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
399,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,1
401,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,1
404,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,1
405,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,1
406,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
407,Albania,362.0,1102.0,708.0,6,11.4,2413.0,704.0,282.0,3,11.5,1
408,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
409,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,1
410,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,1
411,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,1
412,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,1
413,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,1
415,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,1
420,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
421,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
422,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
423,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
424,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,1
425,Albania,362.0,1102.0,708.0,6,11.4,1290.0,639.0,746.0,2,24.8,1
428,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1
431,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1
432,Albania,362.0,1102.0,708.0,6,11.4,1288.0,2027.0,442.0,3,22.35,1
436,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1
439,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
441,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,1
444,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,1
445,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,1
446,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
447,Albania,362.0,1102.0,708.0,6,11.4,2413.0,704.0,282.0,3,11.5,1
448,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
449,Albania,362.0,1102.0,708.0,6,11.4,58.0,3650.0,312.0,6,21.4,1
450,Albania,362.0,1102.0,708.0,6,11.4,193.0,2253.0,514.0,5,17.75,1
451,Albania,362.0,1102.0,708.0,6,11.4,1770.0,4348.0,423.0,6,21.8,1
452,Albania,362.0,1102.0,708.0,6,11.4,853.0,4047.0,380.0,4,26.8,1
453,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,1
455,Albania,362.0,1102.0,708.0,6,11.4,2798.0,4862.0,1034.0,6,17.75,1
460,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
461,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
462,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
463,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,1
464,Albania,362.0,1102.0,708.0,6,11.4,0.0,5529.0,1885.0,6,12.6,1
465,Albania,362.0,1102.0,708.0,6,11.4,1290.0,639.0,746.0,2,24.8,1
468,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1
471,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,1
472,Albania,362.0,1102.0,708.0,6,11.4,1288.0,2027.0,442.0,3,22.35,1
476,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,1
479,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,1
482,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
485,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
486,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
490,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
492,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
495,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
496,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
501,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
504,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
505,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
509,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
511,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
514,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
515,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
519,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
520,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,0
525,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,0
526,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,0
527,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,0
528,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,0
530,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,0
531,Albania,362.0,1102.0,708.0,6,11.4,1290.0,639.0,746.0,2,24.8,0
533,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,0
534,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
537,Albania,362.0,1102.0,708.0,6,11.4,6435.0,6171.0,1870.0,3,8.45,0
538,Albania,362.0,1102.0,708.0,6,11.4,0.0,5328.0,1330.0,6,22.2,0
541,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
544,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
545,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
549,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
551,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
554,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
555,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
560,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
563,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
564,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
568,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
570,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
573,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
574,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
579,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
582,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
583,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
587,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
589,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
592,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
593,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
597,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
598,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,0
603,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,0
604,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,0
605,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,0
606,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,0
608,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,0
609,Albania,362.0,1102.0,708.0,6,11.4,1290.0,639.0,746.0,2,24.8,0
611,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,0
612,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
615,Albania,362.0,1102.0,708.0,6,11.4,6435.0,6171.0,1870.0,3,8.45,0
616,Albania,362.0,1102.0,708.0,6,11.4,0.0,5328.0,1330.0,6,22.2,0
619,Albania,362.0,1102.0,708.0,6,11.4,7801.4,2889.0,375.0,8,10.7,0
622,Albania,362.0,1102.0,708.0,6,11.4,4964.0,1918.0,660.0,5,13.3,0
623,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
627,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
629,Albania,362.0,1102.0,708.0,6,11.4,310.0,1461.0,1432.0,4,5.8,0
632,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
633,Albania,362.0,1102.0,708.0,6,11.4,402.0,4591.0,667.0,6,24.6,0
637,Albania,362.0,1102.0,708.0,6,11.4,7600.0,1932.0,538.0,6,13.45,0
638,Albania,362.0,1102.0,708.0,6,11.4,0.0,701.0,800.0,4,22.35,0
643,Albania,362.0,1102.0,708.0,6,11.4,44208.0,1.0,1792.0,0,-7.0,0
644,Albania,362.0,1102.0,708.0,6,11.4,0.0,2562.0,910.0,8,6.35,0
645,Albania,362.0,1102.0,708.0,6,11.4,0.0,2171.0,143.0,7,9.75,0
646,Albania,362.0,1102.0,708.0,6,11.4,13676.0,1228.0,498.0,4,15.4,0
648,Albania,362.0,1102.0,708.0,6,11.4,362.0,1102.0,708.0,6,11.4,0
649,Albania,362.0,1102.0,708.0,6,11.4,1290.0,639.0,746.0,2,24.8,0
651,Albania,362.0,1102.0,708.0,6,11.4,1661.0,5318.0,1996.0,6,21.55,0
652,Albania,362.0,1102.0,708.0,6,11.4,1424.0,3861.0,1018.0,8,22.35,0
655,Albania,362.0,1102.0,708.0,6,11.4,6435.0,6171.0,1870.0,3,8.45,0
656,Albania,362.0,1102.0,708.0,6,11.4,0.0,5328.0,1330.0,6,22.2,0
657,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
659,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
660,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
661,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
662,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
663,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
664,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
665,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
666,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
668,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
669,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
670,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
672,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
673,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
674,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
675,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
676,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
677,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
678,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
679,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
681,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
682,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
688,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
690,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
691,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
692,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
693,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
694,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
695,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
696,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
697,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
699,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
700,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
701,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
703,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
704,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
705,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
706,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
707,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
708,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
709,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
710,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
712,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
713,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
714,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
716,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
717,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
718,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
719,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
720,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
721,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
722,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
723,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
725,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
726,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
732,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
734,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
735,Algeria,998.0,6470.0,800.0,7,22.5,644.0,7243.0,1.8,7,28.25,1
736,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
737,Algeria,998.0,6470.0,800.0,7,22.5,58.0,3650.0,312.0,6,21.4,1
738,Algeria,998.0,6470.0,800.0,7,22.5,193.0,2253.0,514.0,5,17.75,1
739,Algeria,998.0,6470.0,800.0,7,22.5,1770.0,4348.0,423.0,6,21.8,1
740,Algeria,998.0,6470.0,800.0,7,22.5,853.0,4047.0,380.0,4,26.8,1
741,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,1
743,Algeria,998.0,6470.0,800.0,7,22.5,2798.0,4862.0,1034.0,6,17.75,1
744,Algeria,998.0,6470.0,800.0,7,22.5,998.0,6470.0,800.0,7,22.5,1
750,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
753,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5667.0,1138.0,8,21.4,0
754,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,0
756,Algeria,998.0,6470.0,800.0,7,22.5,1129.0,1.0,442.0,0,24.4,0
761,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
764,Algeria,998.0,6470.0,800.0,7,22.5,7801.4,2889.0,375.0,8,10.7,0
767,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
770,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5667.0,1138.0,8,21.4,0
771,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,0
773,Algeria,998.0,6470.0,800.0,7,22.5,1129.0,1.0,442.0,0,24.4,0
778,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
781,Algeria,998.0,6470.0,800.0,7,22.5,7801.4,2889.0,375.0,8,10.7,0
784,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
787,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5667.0,1138.0,8,21.4,0
788,Algeria,998.0,6470.0,800.0,7,22.5,0.0,5529.0,1885.0,6,12.6,0
790,Algeria,998.0,6470.0,800.0,7,22.5,1129.0,1.0,442.0,0,24.4,0
795,Algeria,998.0,6470.0,800.0,7,22.5,498.0,1150.0,87.0,4,5.6,0
798,Algeria,998.0,6470.0,800.0,7,22.5,7801.4,2889.0,375.0,8,10.7,0
803,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
809,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
810,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
813,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
814,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
816,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
818,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
819,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
824,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
830,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
831,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
834,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
835,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
837,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
839,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
840,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
844,Angola,1661.0,5318.0,1996.0,6,21.55,1572.0,3936.0,1141.0,4,19.95,1
845,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
846,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5667.0,1138.0,8,21.4,1
848,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
849,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
854,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
857,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
863,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
864,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
867,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
868,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
870,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
872,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
873,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
878,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
884,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
885,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
888,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
889,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
891,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
893,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
894,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
899,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
905,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
906,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
909,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
910,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
912,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
914,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
915,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
919,Angola,1661.0,5318.0,1996.0,6,21.55,1572.0,3936.0,1141.0,4,19.95,1
920,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
921,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5667.0,1138.0,8,21.4,1
923,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
924,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
929,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
932,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5529.0,1885.0,6,12.6,1
938,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,893.0,1598.0,4,17.85,1
939,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,974.0,442.0,3,19.8,1
942,Angola,1661.0,5318.0,1996.0,6,21.55,644.0,7243.0,1.8,7,28.25,1
943,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5213.0,442.0,6,24.9,1
945,Angola,1661.0,5318.0,1996.0,6,21.55,402.0,4591.0,667.0,6,24.6,1
947,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,2698.0,1100.0,5,22.8,1
948,Angola,1661.0,5318.0,1996.0,6,21.55,853.0,6764.0,568.0,7,26.9,1
952,Angola,1661.0,5318.0,1996.0,6,21.55,1572.0,3936.0,1141.0,4,19.95,1
953,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
954,Angola,1661.0,5318.0,1996.0,6,21.55,0.0,5667.0,1138.0,8,21.4,1
956,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
957,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
962,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,1
963,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
965,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
971,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
972,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
974,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
976,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
982,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
983,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
989,Angola,1661.0,5318.0,1996.0,6,21.55,1661.0,5318.0,1996.0,6,21.55,0
990,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
991,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
992,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
993,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
994,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
995,Antigua and Barbuda,153.0,1.0,442.0,0,26.0,44208.0,1.0,1792.0,0,-7.0,1
998,Argentina,4989.0,9665.0,595.0,5,14.8,7600.0,1932.0,538.0,6,13.45,1
