https://en.wikipedia.org/wiki/Albigensian_Crusade,1209,1229,Kingdom of France,"Counts of Toulouse,Crown of Aragon",Albigensian Crusade,"Languedoc,France",unknown,1200003,-1,-1,False,0
https://en.wikipedia.org/wiki/Welsh_uprising_of_1211,1211,1211,Kingdom of England,Llywelyn the Great,Welsh uprising of 1211,,-1,-1,15000,2000,False,0
https://en.wikipedia.org/wiki/Fifth_Crusade,1213,1221,Ayyubid Dynasty,"Latin Empire of Constantinople,Kingdom of Cyprus,Sultanate of Rûm,Holy Roman Empire,Archduchy of Austria,Knights Templar,Teutonic Knights,Knights Hospitaller,Kingdom of Hungary,County of Holland,Kingdom of France,Papal States",Fifth Crusade,"Crusader states,Ayyubid Sultanate",unknown,unknown,32000,unknown,False,0
https://en.wikipedia.org/wiki/Battle_of_Bouvines,1214,1214,Kingdom of France,"Welfs,Flanders,England,Boulogne",Battle of Bouvines,"Bouvines,County of Flanders,Kingdom of France",unknown,300,26860,28100,False,0
https://en.wikipedia.org/wiki/First_Barons%27_War,1215,1217,Kingdom of England,Kingdom of France,First Barons' War,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Mongol_conquest_of_the_Qara_Khitai,1216,1218,Mongol Empire,Qara Khitai,Mongol conquest of the Qara Khitai,"Central Asia,Afghanistan,China",unknown,unknown,20000,30000,False,0
https://en.wikipedia.org/wiki/War_of_the_Succession_of_Champagne,1216,1222,"County of Champagne,Kingdom of France,Holy Roman Empire,Duchy of Burgundy,County of Bar,Papal States",Duchy of Lorraine,War of the Succession of Champagne,"County of Champagne,Duchy of Lorraine,Alsace",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Genter,1221,1222,Kingdom of Tumapel,Kingdom of Kediri,Battle of Genter,East Java,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Sixth_Crusade,1228,1229,"Holy Roman Empire,Teutonic Knights","Kingdom of Cyprus,House of Ibelin,Ayyubid Dynasty",Sixth Crusade,"Cyprus,Near East",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Lombards,1228,1243,"Kingdom of Cyprus,Kingdom of Jerusalem,Republic of Genoa,Knights Templar,Papacy","Holy Roman Empire,Kingdom of Jerusalem,Principality of Antioch,County of Tripoli,Republic of Pisa,Knights Hospitaller,Teutonic Knights",War of the Lombards,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Friso-Drentic_War,1230,1233,"Bishopric of Utrecht,Frisians,Town of Groningen","Drenthe,Province of Groningen",Friso-Drentic War,Drenthe,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Dernbacher_Feud,1230,1333,Landgraviate of Hesse,House of Nassau,Dernbacher Feud,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Stedinger_Crusade,1233,1234,,Stedingers,Stedinger Crusade,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Bosnian_Crusade,1235,1242,Kingdom of Hungary,Banate of Bosnia,Bosnian Crusade,"Bosnia,Slavonia,Zachlumia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Saintonge_War,1242,1242,Kingdom of France,Kingdom of England,Saintonge War,Saintonge,unknown,unknown,75000,30000,False,0
